carat,cut,color,clarity,depth,table,price,x,y,z
0.3,Ideal,D,SI1,62.5,57.0,552,4.29,4.32,2.69
0.41,Ideal,F,IF,61.3,56.0,1439,4.76,4.77,2.92
0.26,Very Good,F,VS2,62.9,59.0,453,4.04,4.07,2.55
0.31,Ideal,F,IF,60.2,57.0,1155,4.38,4.44,2.65
0.3,Very Good,F,SI1,62.9,57.0,500,4.25,4.27,2.68
0.41,Ideal,D,SI1,60.8,57.0,1015,4.84,4.8,2.93
0.8,Very Good,H,VS2,61.2,53.0,2918,5.98,6.05,3.68
0.65,Ideal,D,VVS1,61.9,56.0,4320,5.53,5.56,3.43
1.09,Premium,E,VVS2,59.9,59.0,10111,6.73,6.7,4.02
2.17,Premium,F,SI2,59.3,61.0,13084,8.6,8.53,5.08
0.52,Premium,D,VS2,62.8,58.0,1842,5.14,5.11,3.22
1.2,Fair,G,SI2,65.5,59.0,4044,6.73,6.53,4.34
0.43,Premium,G,VVS1,62.3,59.0,1264,4.83,4.77,2.99
1.23,Ideal,I,SI2,60.6,57.0,4805,6.97,6.88,4.2
2.01,Good,I,SI2,63.5,60.0,12985,7.86,7.94,5.02
0.31,Premium,E,VS2,60.5,60.0,544,4.34,4.39,2.64
0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58
0.43,Very Good,H,VS2,61.9,55.0,792,4.8,4.95,3.02
1.0,Good,I,VVS2,57.4,59.0,4032,6.61,6.53,3.77
0.51,Ideal,E,VS2,62.0,54.0,1662,5.13,5.1,3.17
1.72,Good,F,SI1,64.3,60.0,13499,7.52,7.56,4.85
0.54,Premium,F,IF,61.9,60.0,2391,5.26,5.21,3.24
0.68,Very Good,F,SI1,60.1,57.9,1964,5.69,5.74,3.43
1.22,Ideal,F,VVS1,61.2,57.0,13029,6.88,6.92,4.22
0.58,Premium,I,VVS1,62.6,59.0,1758,5.31,5.27,3.31
1.34,Ideal,H,VS2,60.2,56.0,7429,7.23,7.18,4.34
0.39,Premium,G,VS2,60.4,61.0,1009,4.7,4.67,2.83
1.18,Ideal,I,SI1,62.2,56.0,5088,6.85,6.75,4.23
0.35,Ideal,D,VVS2,61.0,57.0,910,4.54,4.58,2.78
2.71,Premium,E,SI2,60.4,59.0,17146,9.13,9.03,5.48
0.53,Ideal,E,SI1,62.0,55.0,1607,5.21,5.17,3.22
0.73,Good,I,SI2,63.7,57.0,1610,5.76,5.67,3.63
0.72,Very Good,I,VS1,63.5,57.0,2369,5.66,5.68,3.6
1.51,Very Good,I,SI2,60.0,59.0,7841,7.45,7.52,4.49
1.26,Very Good,H,SI1,60.6,60.0,6546,6.97,7.0,4.23
0.51,Ideal,G,IF,61.4,54.0,2208,5.18,5.24,3.2
0.8,Ideal,H,VS1,63.1,58.0,3111,5.89,5.96,3.74
0.52,Ideal,D,VS2,61.5,56.0,1919,5.19,5.15,3.18
0.54,Fair,F,SI1,61.4,66.0,1114,5.24,5.18,3.2
1.02,Premium,H,SI1,61.2,57.0,4819,6.54,6.5,3.99
0.33,Premium,E,SI1,60.9,58.0,743,4.5,4.46,2.73
0.97,Good,F,SI2,59.1,62.0,4182,6.49,6.54,3.85
1.11,Ideal,F,VVS1,59.7,58.0,12956,6.7,6.74,4.01
0.52,Ideal,E,SI1,61.1,57.0,1656,5.2,5.17,3.16
1.34,Ideal,J,VS1,62.0,57.0,5748,7.04,7.12,4.39
1.04,Ideal,H,SI2,61.8,55.0,4368,6.54,6.5,4.03
1.0,Very Good,D,VVS2,61.7,58.0,10113,6.37,6.41,3.94
0.35,Premium,F,VS1,60.5,58.0,984,4.59,4.57,2.77
0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71
1.12,Premium,G,SI1,59.5,62.0,5181,6.81,6.76,4.04
1.67,Very Good,I,VS2,60.7,60.0,10165,7.61,7.68,4.64
0.71,Very Good,D,VVS2,61.7,58.0,4014,5.71,5.74,3.53
0.47,Ideal,I,VS2,62.1,54.0,884,4.99,5.03,3.11
0.3,Premium,H,VS1,62.2,60.0,526,4.23,4.29,2.65
2.02,Very Good,I,SI2,63.3,59.0,11390,7.93,8.0,5.04
0.37,Premium,F,SI2,60.7,57.0,624,4.67,4.62,2.82
0.4,Very Good,D,VS2,62.3,60.0,850,4.66,4.68,2.91
0.31,Premium,H,VVS1,62.1,58.0,707,4.33,4.36,2.7
0.61,Ideal,F,VVS2,61.1,57.0,3248,5.47,5.49,3.34
1.04,Ideal,H,SI1,61.3,55.0,3984,6.49,6.44,3.96
0.25,Very Good,E,VVS1,62.9,58.0,576,4.01,4.03,2.53
1.04,Ideal,G,IF,62.1,54.0,8921,6.53,6.55,4.06
1.01,Very Good,G,VS2,60.2,58.0,6213,6.51,6.54,3.93
0.31,Ideal,I,VVS1,62.8,55.0,732,4.36,4.33,2.73
0.52,Ideal,H,SI1,61.9,56.0,1098,5.16,5.22,3.2
1.0,Very Good,D,VS2,61.2,61.0,6190,6.35,6.39,3.9
1.1,Premium,H,SI1,59.6,58.0,5544,6.79,6.74,4.03
0.68,Premium,D,SI1,59.8,59.0,1909,5.72,5.66,3.4
0.32,Premium,G,IF,59.4,60.0,891,4.45,4.47,2.65
0.53,Good,G,SI1,63.8,56.0,1268,5.14,5.18,3.29
0.4,Very Good,G,VVS1,60.6,58.0,1008,4.69,4.78,2.87
0.34,Ideal,E,SI2,62.4,54.0,454,4.49,4.52,2.81
0.75,Premium,G,SI2,62.7,58.0,2268,5.82,5.76,3.63
0.31,Premium,I,VVS2,61.6,59.0,698,4.33,4.31,2.66
0.81,Ideal,G,VS1,62.3,57.0,3544,5.99,5.95,3.72
0.79,Ideal,F,SI1,61.3,56.0,3163,5.96,6.01,3.67
0.5,Good,G,VVS2,63.9,58.0,1806,5.05,5.0,3.21
0.93,Fair,D,VS2,56.3,67.0,5078,6.52,6.45,3.65
0.92,Premium,D,SI1,62.3,58.0,4350,6.21,6.27,3.89
0.76,Ideal,G,VS2,61.5,55.0,3183,5.92,5.88,3.63
1.51,Ideal,H,SI1,62.4,57.0,9569,7.3,7.34,4.57
1.03,Ideal,F,SI2,62.3,56.0,4268,6.51,6.43,4.03
1.51,Very Good,E,SI1,62.9,62.0,9474,7.21,7.31,4.57
1.13,Ideal,H,SI2,62.5,57.0,4584,6.67,6.71,4.18
0.5,Very Good,E,VVS2,59.3,56.0,2168,5.25,5.3,3.13
1.04,Fair,E,SI2,67.5,56.0,4566,6.28,6.22,4.22
0.36,Ideal,D,VS2,62.5,55.0,773,4.55,4.57,2.85
0.3,Ideal,D,SI1,61.9,55.0,524,4.32,4.34,2.68
0.31,Ideal,E,IF,62.2,54.0,987,4.33,4.35,2.7
0.39,Ideal,F,IF,61.9,57.0,1433,4.69,4.68,2.9
1.5,Premium,G,SI1,62.7,58.0,10087,7.28,7.23,4.55
0.41,Premium,E,VVS1,62.2,58.0,1367,4.75,4.77,2.96
0.41,Premium,F,SI1,59.8,59.0,969,4.85,4.82,2.89
0.9,Very Good,G,VS1,61.3,61.0,4515,6.15,6.25,3.8
0.4,Very Good,E,SI2,58.7,57.0,611,4.88,4.94,2.88
0.31,Ideal,I,VVS1,62.1,56.0,571,4.35,4.38,2.71
1.3,Premium,H,VS1,61.5,58.0,7714,6.96,6.98,4.29
1.03,Ideal,G,VS1,61.8,56.0,7880,6.46,6.51,4.01
1.52,Ideal,H,VVS2,61.8,58.0,12123,7.41,7.35,4.56
0.5,Premium,E,SI1,62.4,61.0,1348,5.1,4.98,3.15
0.55,Ideal,E,SI1,62.5,56.0,1609,5.21,5.25,3.27
0.41,Premium,G,VS1,61.9,58.0,899,4.75,4.78,2.95
0.4,Good,G,VS1,59.6,61.0,952,4.82,4.85,2.88
0.47,Good,F,VS1,64.0,60.0,1353,4.96,4.87,3.15
0.27,Very Good,D,VS1,63.2,55.0,470,4.1,4.16,2.61
0.7,Good,E,SI2,63.6,65.0,2032,5.67,5.55,3.57
0.4,Good,E,SI1,63.5,56.0,737,4.67,4.72,2.98
1.49,Fair,F,SI1,59.6,63.0,8779,7.2,7.34,4.33
0.41,Ideal,E,VVS1,61.3,57.0,1367,4.77,4.79,2.93
2.27,Premium,H,SI2,60.7,59.0,15783,8.5,8.45,5.15
0.27,Very Good,F,VVS2,61.3,62.0,552,4.15,4.2,2.56
1.12,Ideal,G,VS1,61.6,55.0,7716,6.69,6.72,4.13
1.02,Ideal,I,I1,61.7,56.0,2925,6.49,6.44,3.99
1.02,Ideal,H,SI1,60.9,57.0,5522,6.51,6.55,3.98
0.4,Ideal,H,SI1,61.8,57.0,896,4.75,4.77,2.94
0.8,Very Good,G,SI2,63.0,55.0,2616,5.92,5.95,3.74
1.1,Very Good,H,SI2,59.8,60.0,4561,6.7,6.77,4.03
1.52,Premium,J,VS1,62.0,59.0,8110,7.34,7.36,4.56
1.0,Premium,G,VS2,58.6,61.0,6048,6.61,6.57,3.86
1.57,Ideal,I,VS2,61.5,56.0,10093,7.56,7.49,4.63
0.36,Ideal,E,VVS2,61.0,55.0,1131,4.6,4.62,2.81
2.3,Premium,I,SI2,61.3,58.0,11051,8.53,8.46,5.21
1.57,Premium,I,VS2,62.2,59.0,9478,7.44,7.42,4.62
1.0,Very Good,H,VS1,63.3,53.0,4732,6.37,6.29,4.01
0.3,Ideal,F,VVS1,61.9,56.0,814,4.3,4.33,2.67
0.8,Ideal,F,SI1,62.8,54.0,2975,5.9,5.97,3.74
1.21,Ideal,E,SI1,62.0,56.0,6887,6.83,6.76,4.21
0.53,Very Good,F,VS2,63.4,56.0,1636,5.16,5.13,3.26
0.72,Ideal,F,VS1,62.0,56.0,2879,5.76,5.73,3.56
0.7,Premium,G,VS2,61.8,60.0,2479,5.67,5.63,3.49
1.66,Good,J,VS2,64.4,54.0,8496,7.45,7.54,4.83
1.18,Ideal,E,VS1,62.4,54.0,9709,6.74,6.79,4.22
0.3,Very Good,E,VVS1,60.5,57.0,862,4.37,4.39,2.65
1.02,Premium,D,VS1,61.3,58.0,8181,6.52,6.47,3.98
0.3,Ideal,I,VVS2,62.2,55.0,515,4.3,4.32,2.68
1.23,Premium,J,VS1,62.7,58.0,5412,6.79,6.82,4.27
0.5,Very Good,D,SI2,63.1,56.0,1015,5.05,4.96,3.16
1.06,Ideal,E,SI2,62.2,55.0,5223,6.51,6.54,4.06
1.01,Good,D,SI1,58.4,62.0,5700,6.48,6.5,3.79
1.16,Premium,F,SI2,62.1,59.0,3787,6.74,6.63,4.15
1.0,Premium,E,SI2,61.2,60.0,4704,6.45,6.42,3.94
1.52,Good,H,SI1,63.8,60.0,10078,7.3,7.24,4.64
0.27,Very Good,G,VVS2,61.0,56.0,504,4.19,4.22,2.56
0.7,Very Good,G,VS2,61.8,55.0,3026,5.69,5.74,3.53
1.0,Ideal,I,SI1,59.8,57.0,4200,6.5,6.44,3.87
0.43,Ideal,F,VVS1,61.0,56.0,1358,4.87,4.9,2.98
1.0,Very Good,F,VS1,63.7,57.0,7350,6.33,6.35,4.04
0.41,Ideal,I,VS1,61.9,55.0,685,4.78,4.82,2.97
0.3,Ideal,H,SI1,62.6,53.1,475,4.27,4.3,2.69
1.2,Very Good,E,SI1,63.2,57.0,6373,6.75,6.69,4.25
0.33,Premium,G,VVS1,60.9,60.0,1114,4.5,4.46,2.73
1.36,Ideal,H,SI1,61.5,56.0,8989,7.12,7.16,4.39
0.44,Ideal,H,SI1,60.9,57.0,1069,4.92,4.9,2.99
0.31,Ideal,H,VVS2,61.4,55.0,609,4.37,4.39,2.69
0.7,Premium,H,SI1,60.3,55.0,2176,5.8,5.75,3.48
0.4,Ideal,F,VVS1,61.3,55.0,1323,4.78,4.75,2.92
0.63,Ideal,D,VS2,61.1,55.0,2106,5.6,5.56,3.41
1.03,Ideal,G,VS2,59.6,57.0,6146,6.65,6.6,3.95
0.38,Ideal,F,SI1,61.3,55.0,710,4.63,4.76,2.88
0.71,Ideal,H,VS2,61.8,55.0,3080,5.73,5.75,3.55
0.77,Fair,I,VVS2,59.2,66.0,2292,5.96,5.9,3.51
0.3,Good,G,SI2,63.3,57.0,394,4.25,4.28,2.7
0.77,Ideal,F,SI2,62.0,56.0,2107,5.92,5.86,3.65
1.0,Fair,G,VS2,66.1,61.0,4838,6.08,5.99,3.99
2.01,Very Good,I,SI1,60.8,60.0,13849,8.12,8.15,4.95
1.21,Premium,E,SI1,62.9,58.0,6440,6.79,6.78,4.27
1.04,Good,G,VS2,61.4,65.0,5601,6.53,6.47,3.99
2.01,Ideal,I,SI1,62.9,57.0,12717,8.05,7.98,5.04
0.9,Very Good,F,SI1,61.6,58.0,4074,6.12,6.26,3.81
0.52,Ideal,G,VVS2,62.3,56.0,1906,5.15,5.18,3.22
1.03,Ideal,F,SI2,62.4,57.0,3807,6.43,6.38,4.0
1.01,Very Good,H,VS2,60.7,58.0,5638,6.47,6.51,3.94
0.71,Fair,F,SI2,60.1,68.0,2327,5.8,5.72,3.46
0.55,Ideal,D,VVS2,60.8,56.0,3468,5.29,5.32,3.23
0.34,Very Good,E,SI1,63.5,55.0,714,4.47,4.44,2.83
0.3,Ideal,G,VVS2,60.6,57.0,878,4.35,4.33,2.63
1.0,Premium,I,VS2,62.6,59.0,4155,6.33,6.28,3.95
0.93,Premium,G,SI2,60.8,59.0,3594,6.35,6.28,3.84
0.35,Ideal,F,VS2,61.4,54.0,906,4.58,4.54,2.8
0.7,Very Good,I,SI1,63.8,59.0,1890,5.56,5.6,3.56
2.33,Good,G,SI2,63.9,60.0,13242,8.37,8.3,5.32
0.31,Very Good,G,VS2,62.9,56.0,544,4.28,4.34,2.71
0.29,Very Good,G,VS1,58.1,59.0,660,4.39,4.42,2.56
0.9,Very Good,F,SI1,60.4,60.0,3950,6.23,6.29,3.78
1.52,Ideal,G,VS1,59.7,57.0,13903,7.5,7.48,4.47
0.56,Very Good,E,VS1,58.6,57.0,1742,5.43,5.46,3.19
0.9,Very Good,E,SI1,63.1,61.0,4092,6.18,6.14,3.89
1.34,Ideal,H,VS2,62.1,57.0,8094,7.0,7.05,4.36
0.51,Ideal,D,SI2,60.9,56.0,1383,5.18,5.2,3.16
2.25,Ideal,I,SI2,60.5,56.0,16575,8.49,8.54,5.15
0.32,Very Good,F,VS2,58.8,62.0,602,4.43,4.48,2.62
1.08,Ideal,J,VS2,62.3,56.0,4093,6.6,6.53,4.09
1.76,Ideal,I,VVS2,60.2,58.0,14065,7.84,7.87,4.73
1.21,Premium,D,SI2,62.5,57.0,6505,6.79,6.71,4.22
0.35,Ideal,I,VS2,61.1,57.0,509,4.55,4.58,2.79
0.57,Very Good,D,SI2,62.1,58.0,1387,5.26,5.31,3.28
1.06,Very Good,D,SI2,60.1,58.0,5293,6.6,6.64,3.98
1.49,Fair,H,I1,66.9,61.0,6425,6.93,6.89,4.62
2.5,Fair,G,I1,65.1,59.0,8711,8.55,8.39,5.53
2.01,Very Good,H,SI2,63.4,56.0,12829,8.09,7.99,5.1
1.01,Ideal,J,SI1,60.5,56.0,3599,6.49,6.53,3.94
1.21,Premium,G,VS1,59.5,58.0,8305,6.97,7.01,4.16
0.41,Ideal,D,VS2,61.6,55.0,1007,4.74,4.77,2.93
0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59
1.01,Very Good,F,VVS1,63.2,56.0,9176,6.39,6.33,4.02
0.9,Premium,I,VS2,61.9,59.0,2857,6.2,6.14,3.82
1.06,Premium,G,VS2,62.3,59.0,5813,6.52,6.49,4.05
0.51,Ideal,F,VS2,62.6,55.0,1875,5.15,5.1,3.21
0.31,Premium,F,VS2,61.2,58.0,802,4.37,4.35,2.67
0.96,Fair,H,I1,64.3,59.0,1739,6.38,5.88,3.98
0.71,Premium,F,VS1,59.1,61.0,2839,5.84,5.81,3.44
0.5,Very Good,E,SI1,63.4,58.0,1155,5.09,5.01,3.2
1.03,Very Good,G,SI2,62.2,56.0,4374,6.46,6.49,4.03
0.5,Good,D,SI1,63.6,54.0,1436,5.02,5.08,3.21
1.06,Ideal,D,VS2,62.5,54.0,6856,6.53,6.6,4.1
0.3,Ideal,E,VS2,62.0,55.0,658,4.3,4.35,2.68
1.01,Ideal,F,SI2,60.5,57.0,4497,6.53,6.49,3.94
0.4,Premium,F,SI1,62.9,58.0,882,4.72,4.69,2.96
0.37,Ideal,H,SI1,59.7,56.0,684,4.71,4.67,2.8
1.73,Premium,F,SI2,63.0,60.0,8816,7.63,7.52,4.77
0.53,Very Good,E,SI1,59.7,59.0,1415,5.27,5.29,3.15
0.23,Very Good,F,VVS2,63.1,56.0,472,3.93,3.96,2.49
1.5,Very Good,F,VS2,62.6,59.0,13728,7.21,7.26,4.53
1.69,Premium,F,VS2,58.7,59.0,16583,7.87,7.78,4.59
0.71,Good,E,VS1,59.4,61.0,3464,5.8,5.89,3.47
0.43,Premium,D,SI1,61.2,58.0,830,4.83,4.87,2.97
1.39,Premium,F,SI1,62.4,59.0,8925,7.14,7.09,4.44
0.3,Very Good,E,VVS1,61.8,56.0,1006,4.29,4.32,2.66
0.33,Ideal,E,SI2,62.2,54.0,427,4.44,4.46,2.77
0.3,Ideal,E,VVS1,62.1,57.0,862,4.27,4.29,2.66
0.32,Ideal,D,SI1,62.8,56.0,756,4.35,4.34,2.73
1.52,Premium,E,SI2,58.1,60.0,9831,7.59,7.53,4.39
1.01,Ideal,D,SI1,61.2,57.0,5543,6.47,6.44,3.95
0.9,Premium,D,SI2,62.7,59.0,3205,6.2,6.14,3.87
1.01,Very Good,H,VS2,62.0,59.0,5186,6.45,6.48,4.01
1.13,Premium,I,SI1,62.8,57.0,4746,6.68,6.64,4.18
0.31,Premium,I,VS2,59.8,60.0,435,4.38,4.42,2.63
1.01,Premium,G,VS1,62.7,58.0,6335,6.36,6.31,3.97
1.01,Very Good,J,SI2,61.9,59.0,3592,6.34,6.38,3.94
0.31,Premium,E,VS1,60.5,59.0,942,4.37,4.36,2.64
0.71,Very Good,D,VS2,63.0,57.0,3033,5.67,5.7,3.58
1.01,Premium,G,SI1,62.6,60.0,5006,6.36,6.29,3.96
0.5,Ideal,E,VVS1,61.9,58.0,2682,5.07,5.11,3.15
1.51,Very Good,I,SI1,59.3,59.0,8856,7.49,7.59,4.47
0.72,Premium,E,IF,61.3,60.0,3951,5.74,5.71,3.51
0.35,Very Good,I,VS2,62.6,54.0,527,4.5,4.53,2.82
0.9,Very Good,D,SI1,59.6,62.0,4693,6.19,6.22,3.7
1.5,Ideal,G,VS2,61.7,54.0,13135,7.36,7.4,4.55
0.53,Premium,D,VS2,61.5,58.0,1956,5.24,5.2,3.21
0.53,Ideal,D,VS2,62.1,55.0,1956,5.2,5.17,3.22
1.1,Ideal,I,VS1,60.8,58.0,5291,6.68,6.63,4.04
1.2,Premium,I,SI1,61.1,58.0,5510,6.88,6.8,4.18
0.3,Ideal,D,VVS1,61.9,57.0,905,4.27,4.29,2.65
0.72,Very Good,G,SI2,60.6,61.0,2114,5.73,5.79,3.49
0.32,Ideal,E,SI1,61.5,55.0,682,4.4,4.44,2.72
0.43,Good,D,SI2,63.1,59.0,669,4.8,4.81,3.03
0.37,Ideal,E,VVS2,62.2,56.0,1082,4.63,4.6,2.87
1.01,Premium,E,SI1,63.0,61.0,5077,6.42,6.37,4.03
0.58,Ideal,G,VS1,62.0,57.0,1884,5.32,5.35,3.31
1.2,Very Good,I,VS2,61.7,59.0,5884,6.83,6.88,4.23
0.54,Ideal,G,SI2,61.8,55.0,1028,5.23,5.26,3.24
0.55,Ideal,F,SI1,61.0,58.0,1368,5.25,5.28,3.21
0.88,Ideal,E,VS2,61.4,56.0,5595,6.15,6.17,3.78
0.7,Ideal,F,VS1,61.2,54.0,2940,5.92,5.64,3.54
0.41,Very Good,D,VS1,63.4,56.0,991,4.7,4.76,3.0
1.43,Fair,I,VS1,50.8,60.0,6727,7.73,7.25,3.93
1.0,Premium,D,VVS2,63.0,59.0,9918,6.38,6.35,4.01
1.14,Fair,G,VS1,57.5,67.0,6381,0.0,0.0,0.0
0.56,Premium,E,SI2,62.6,59.0,1297,5.24,5.2,3.27
0.41,Premium,D,VS2,62.6,59.0,792,4.74,4.75,2.97
1.11,Very Good,E,VVS1,60.2,59.0,11330,6.67,6.79,4.05
0.76,Very Good,F,SI2,62.7,55.0,2469,5.74,5.83,3.63
0.63,Good,F,SI2,64.2,56.0,1240,5.4,5.34,3.45
1.17,Very Good,H,SI2,62.7,56.0,4826,6.68,6.74,4.21
0.5,Very Good,E,VS2,60.2,60.0,1561,5.13,5.17,3.1
0.31,Ideal,H,SI1,62.1,54.0,464,4.37,4.39,2.72
1.6,Premium,H,SI2,59.4,59.0,8333,7.6,7.55,4.5
0.53,Ideal,E,VS2,61.4,55.0,1707,5.19,5.24,3.2
1.5,Good,H,VS2,63.9,60.0,10886,7.22,7.17,4.6
1.21,Premium,D,SI2,62.2,60.0,5889,6.8,6.83,4.24
1.52,Ideal,I,VS1,60.7,60.0,10392,7.4,7.42,4.5
1.56,Premium,D,SI1,62.6,58.0,12226,7.36,7.44,4.63
1.24,Fair,H,SI2,65.0,54.0,5208,6.76,6.73,4.38
0.7,Ideal,D,VVS2,60.9,59.0,3737,5.69,5.73,3.48
0.44,Ideal,E,VS2,62.4,57.0,1073,4.9,4.88,3.05
1.4,Very Good,I,VS1,61.6,59.0,7584,7.17,7.22,4.43
1.5,Ideal,H,VVS2,61.3,56.0,8224,7.37,7.28,4.49
0.33,Ideal,G,VS2,62.2,56.0,579,4.43,4.44,2.76
0.38,Premium,G,IF,62.5,60.0,1148,4.61,4.64,2.89
0.31,Premium,I,VVS2,62.2,57.0,698,4.37,4.34,2.71
0.9,Good,G,VS2,63.6,59.0,4093,6.04,6.1,3.86
1.35,Ideal,G,VS1,62.7,57.0,10850,7.07,7.02,4.42
1.01,Ideal,E,VVS1,62.2,57.0,10887,6.38,6.44,3.99
0.71,Ideal,F,VS2,62.8,56.0,2686,5.66,5.61,3.54
1.02,Good,G,SI2,59.9,58.0,4159,6.48,6.55,3.9
1.03,Very Good,G,VS1,62.2,57.0,6539,6.42,6.47,4.01
0.4,Very Good,I,VVS1,63.3,57.0,1080,4.71,4.67,2.97
0.47,Ideal,H,VS2,62.7,55.0,1058,5.08,4.95,3.15
0.32,Ideal,F,VVS2,61.2,55.0,800,4.43,4.46,2.72
0.85,Ideal,E,VS2,59.3,57.0,3924,6.19,6.22,3.68
0.23,Premium,E,VVS2,60.9,60.0,680,3.99,3.96,2.42
0.7,Premium,D,SI1,61.4,59.0,2218,5.67,5.64,3.47
1.04,Premium,H,SI2,61.5,59.0,4368,6.54,6.51,4.01
1.16,Very Good,G,VVS2,62.3,59.0,8361,6.69,6.72,4.18
0.4,Ideal,D,VS1,60.6,56.0,1003,4.78,4.82,2.91
0.72,Ideal,I,VS2,62.1,58.0,2347,5.74,5.72,3.57
1.12,Ideal,H,VS1,60.9,57.0,7616,6.71,6.73,4.09
0.34,Ideal,D,SI1,62.7,56.0,803,4.48,4.45,2.8
0.31,Ideal,H,VVS1,62.0,54.2,660,4.35,4.39,2.71
0.9,Premium,D,SI1,61.7,56.0,3568,6.16,6.09,3.78
0.42,Ideal,E,VS2,61.7,56.0,958,4.8,4.82,2.97
1.25,Very Good,H,SI2,63.5,57.0,4060,6.73,6.65,4.25
0.79,Premium,G,SI1,61.7,60.0,2389,5.93,5.91,3.65
0.31,Ideal,F,VVS2,62.2,53.0,706,4.37,4.41,2.73
0.54,Ideal,E,VS2,60.5,56.0,1754,5.26,5.28,3.19
0.54,Ideal,E,VS2,61.6,59.0,1695,5.21,5.24,3.22
0.71,Very Good,J,SI1,59.2,58.0,1932,5.86,5.9,3.48
1.27,Very Good,H,SI1,63.2,56.0,6162,6.92,6.88,4.36
0.23,Very Good,E,VVS1,62.4,54.0,583,3.95,3.98,2.47
0.52,Ideal,H,IF,59.2,58.0,1967,5.23,5.31,3.12
0.32,Ideal,G,IF,61.7,56.0,918,4.39,4.42,2.72
0.9,Ideal,E,SI1,63.0,56.0,4092,6.15,6.1,3.86
0.3,Ideal,G,VVS1,62.1,57.0,764,4.27,4.29,2.66
0.59,Very Good,F,SI2,63.7,57.0,1265,5.31,5.36,3.4
0.71,Fair,D,VS2,56.9,65.0,2858,5.89,5.84,3.34
0.55,Ideal,G,VVS1,62.0,55.0,2042,5.25,5.27,3.26
1.02,Very Good,F,SI1,63.0,58.0,4594,6.36,6.4,4.02
0.39,Premium,G,VS2,60.4,61.0,942,4.73,4.71,2.85
0.35,Ideal,E,SI1,62.3,56.0,788,4.56,4.53,2.83
0.7,Ideal,D,SI2,61.6,56.0,2384,5.73,5.69,3.52
0.41,Very Good,F,VS2,61.1,56.0,863,4.79,4.84,2.94
0.34,Ideal,E,SI1,62.1,55.0,596,4.47,4.51,2.79
1.21,Ideal,G,VS2,61.1,57.0,7996,6.95,6.85,4.22
0.9,Premium,I,VS2,62.8,61.0,3246,6.12,6.02,3.81
0.7,Very Good,D,VS1,62.9,60.0,3231,5.57,5.62,3.52
0.6,Very Good,E,SI2,63.2,60.0,1250,5.32,5.28,3.35
1.09,Ideal,D,VVS2,61.3,57.0,12185,6.61,6.66,4.07
1.7,Very Good,E,VS2,58.6,62.0,18176,7.84,7.92,4.62
2.14,Premium,H,SI2,62.0,60.0,16723,8.27,8.19,5.1
1.15,Very Good,J,SI2,63.6,57.0,4021,6.6,6.64,4.21
0.7,Premium,F,SI1,61.3,59.0,2423,5.74,5.68,3.5
1.01,Premium,F,SI2,60.2,61.0,3563,6.49,6.43,3.89
1.51,Good,E,SI2,58.9,61.0,10884,7.54,7.5,4.43
0.7,Fair,I,VS2,64.7,60.0,2117,5.55,5.49,3.57
0.25,Very Good,E,VVS1,57.7,62.0,548,4.16,4.19,2.41
1.03,Very Good,H,SI1,60.8,60.0,4836,6.47,6.5,3.94
0.54,Ideal,F,SI2,61.0,56.0,1173,5.24,5.29,3.21
1.21,Ideal,I,VVS2,62.7,56.0,7002,6.8,6.83,4.27
1.29,Very Good,G,VS2,58.7,58.0,8684,7.11,7.27,4.22
0.73,Ideal,G,VVS2,61.3,57.0,2843,5.81,5.84,3.57
0.59,Premium,H,SI1,61.9,59.0,1265,5.43,5.34,3.33
0.41,Very Good,G,VS2,59.9,59.0,827,4.82,4.86,2.9
1.01,Very Good,J,SI1,62.8,57.0,3998,6.37,6.41,4.01
1.52,Ideal,H,VS2,60.7,56.0,11206,7.49,7.41,4.52
1.71,Premium,G,VS1,62.3,58.0,17041,7.61,7.65,4.75
2.08,Premium,H,SI1,62.6,59.0,17617,8.1,8.13,5.08
0.91,Good,I,SI2,60.2,59.0,3034,6.24,6.29,3.77
0.3,Ideal,G,IF,62.6,56.0,794,4.29,4.32,2.69
0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54
0.56,Ideal,F,VS2,61.6,56.0,1672,5.28,5.31,3.26
1.1,Ideal,I,SI1,62.1,57.0,5037,6.6,6.64,4.11
2.2,Good,H,SI2,63.6,58.0,13919,8.21,8.17,5.21
0.53,Very Good,G,SI2,60.8,58.0,1070,5.19,5.21,3.16
0.74,Good,G,SI1,64.2,59.0,1865,5.69,5.62,3.63
1.51,Very Good,F,VS1,59.6,63.0,14673,7.34,7.43,4.4
0.76,Premium,E,SI1,61.1,58.0,2897,5.91,5.85,3.59
2.15,Fair,J,I1,65.5,57.0,5430,8.01,7.95,5.23
0.46,Ideal,F,SI1,62.5,56.0,1018,4.94,4.92,3.08
0.34,Good,E,VS2,57.0,61.0,816,6.65,4.61,2.64
1.27,Ideal,J,VS1,61.4,59.0,5885,6.95,6.97,4.27
1.56,Ideal,I,VS2,62.5,57.0,9295,7.4,7.36,4.63
1.01,Very Good,G,VVS2,63.0,59.0,7234,6.25,6.38,3.98
0.3,Ideal,E,VS2,61.5,55.0,844,4.4,4.32,2.68
